,created_at,hour_created_at,is_charter,airline_code,api_fare,baggage,class,available_seat,flight_date_time
3221,2023-11-15,13,0,7,159087960.0,30.0,12,9.0,2023-12-03 23:40:00
4927,2023-11-15,14,0,7,159087960.0,30.0,12,9.0,2023-12-03 23:40:00
7543,2023-11-15,14,0,7,159087960.0,30.0,12,9.0,2023-12-03 23:40:00
9119,2023-11-15,15,0,7,159087960.0,30.0,12,9.0,2023-12-03 23:40:00
11554,2023-11-15,15,0,7,159087960.0,30.0,12,9.0,2023-12-03 23:40:00
12918,2023-11-15,16,0,7,159087960.0,30.0,12,9.0,2023-12-03 23:40:00
15518,2023-11-15,16,0,7,159087960.0,30.0,12,9.0,2023-12-03 23:40:00
19238,2023-11-15,17,0,7,159087960.0,30.0,12,9.0,2023-12-03 23:40:00
20733,2023-11-15,18,0,7,159087960.0,30.0,12,9.0,2023-12-03 23:40:00
23392,2023-11-15,18,0,7,159087960.0,30.0,12,9.0,2023-12-03 23:40:00
25069,2023-11-15,19,0,7,159087960.0,30.0,12,9.0,2023-12-03 23:40:00
27498,2023-11-15,19,0,7,159087960.0,30.0,12,9.0,2023-12-03 23:40:00
29141,2023-11-15,20,0,7,159106960.0,30.0,12,9.0,2023-12-03 23:40:00
31583,2023-11-15,20,0,7,159087960.0,30.0,12,9.0,2023-12-03 23:40:00
34541,2023-11-15,21,0,7,159106960.0,30.0,12,9.0,2023-12-03 23:40:00
36194,2023-11-15,22,0,7,159106960.0,30.0,12,9.0,2023-12-03 23:40:00
37487,2023-11-15,22,0,7,159106960.0,30.0,12,9.0,2023-12-03 23:40:00
39442,2023-11-16,0,0,7,159106960.0,30.0,12,9.0,2023-12-03 23:40:00
40945,2023-11-16,0,0,7,159106960.0,30.0,12,9.0,2023-12-03 23:40:00
42504,2023-11-16,1,0,7,159106960.0,30.0,12,9.0,2023-12-03 23:40:00
44048,2023-11-16,2,0,7,159106960.0,30.0,12,9.0,2023-12-03 23:40:00
44992,2023-11-16,3,0,7,159106960.0,30.0,12,9.0,2023-12-03 23:40:00
46805,2023-11-16,3,0,7,159106960.0,30.0,12,9.0,2023-12-03 23:40:00
47816,2023-11-16,4,0,7,159106960.0,30.0,12,9.0,2023-12-03 23:40:00
49700,2023-11-16,4,0,7,159106960.0,30.0,12,9.0,2023-12-03 23:40:00
50972,2023-11-16,5,0,7,159106960.0,30.0,12,9.0,2023-12-03 23:40:00
1035,2023-11-15,13,0,13,117726000.0,1.0,24,9.0,2023-12-04 01:50:00
1064,2023-11-15,13,0,13,165652295.0,1.0,24,9.0,2023-12-04 01:50:00
1087,2023-11-15,13,0,13,179594000.0,1.0,24,9.0,2023-12-04 01:50:00
1127,2023-11-15,13,0,13,251982545.0,1.0,24,9.0,2023-12-04 01:50:00
1232,2023-11-15,13,0,13,111545270.0,23.0,13,4.0,2023-12-04 01:50:00
3524,2023-11-15,13,0,13,117726000.0,1.0,24,9.0,2023-12-04 01:50:00
3543,2023-11-15,13,0,13,165652295.0,1.0,24,9.0,2023-12-04 01:50:00
3556,2023-11-15,13,0,13,179594000.0,1.0,24,9.0,2023-12-04 01:50:00
3578,2023-11-15,13,0,13,251982545.0,1.0,24,9.0,2023-12-04 01:50:00
3631,2023-11-15,13,0,13,111545270.0,23.0,13,4.0,2023-12-04 01:50:00
5450,2023-11-15,14,0,13,117726000.0,1.0,24,9.0,2023-12-04 01:50:00
5478,2023-11-15,14,0,13,165652295.0,1.0,24,9.0,2023-12-04 01:50:00
5505,2023-11-15,14,0,13,179594000.0,1.0,24,9.0,2023-12-04 01:50:00
5542,2023-11-15,14,0,13,251982545.0,1.0,24,9.0,2023-12-04 01:50:00
5643,2023-11-15,14,0,13,111545270.0,23.0,13,4.0,2023-12-04 01:50:00
7813,2023-11-15,14,0,13,117726000.0,1.0,24,9.0,2023-12-04 01:50:00
7829,2023-11-15,14,0,13,165652295.0,1.0,24,9.0,2023-12-04 01:50:00
7843,2023-11-15,14,0,13,179594000.0,1.0,24,9.0,2023-12-04 01:50:00
7863,2023-11-15,14,0,13,251982545.0,1.0,24,9.0,2023-12-04 01:50:00
7906,2023-11-15,14,0,13,111545270.0,23.0,13,4.0,2023-12-04 01:50:00
9600,2023-11-15,15,0,13,117726000.0,1.0,24,9.0,2023-12-04 01:50:00
9627,2023-11-15,15,0,13,165652295.0,1.0,24,9.0,2023-12-04 01:50:00
9649,2023-11-15,15,0,13,179594000.0,1.0,24,9.0,2023-12-04 01:50:00
9683,2023-11-15,15,0,13,251982545.0,1.0,24,9.0,2023-12-04 01:50:00
9766,2023-11-15,15,0,13,111545270.0,23.0,13,4.0,2023-12-04 01:50:00
11797,2023-11-15,15,0,13,117726000.0,1.0,24,9.0,2023-12-04 01:50:00
11812,2023-11-15,15,0,13,165652295.0,1.0,24,9.0,2023-12-04 01:50:00
11824,2023-11-15,15,0,13,179594000.0,1.0,24,9.0,2023-12-04 01:50:00
11843,2023-11-15,15,0,13,251982545.0,1.0,24,9.0,2023-12-04 01:50:00
11883,2023-11-15,15,0,13,111545270.0,23.0,13,4.0,2023-12-04 01:50:00
13428,2023-11-15,16,0,13,117726000.0,1.0,24,9.0,2023-12-04 01:50:00
13457,2023-11-15,16,0,13,165652295.0,1.0,24,9.0,2023-12-04 01:50:00
13483,2023-11-15,16,0,13,179594000.0,1.0,24,9.0,2023-12-04 01:50:00
13516,2023-11-15,16,0,13,251982545.0,1.0,24,9.0,2023-12-04 01:50:00
13605,2023-11-15,16,0,13,111545270.0,23.0,13,4.0,2023-12-04 01:50:00
15815,2023-11-15,16,0,13,117726000.0,1.0,24,9.0,2023-12-04 01:50:00
15830,2023-11-15,16,0,13,165652295.0,1.0,24,9.0,2023-12-04 01:50:00
15843,2023-11-15,16,0,13,179594000.0,1.0,24,9.0,2023-12-04 01:50:00
15863,2023-11-15,16,0,13,251982545.0,1.0,24,9.0,2023-12-04 01:50:00
15911,2023-11-15,16,0,13,111545270.0,23.0,13,4.0,2023-12-04 01:50:00
17489,2023-11-15,17,0,13,117726000.0,1.0,24,9.0,2023-12-04 01:50:00
17513,2023-11-15,17,0,13,165652295.0,1.0,24,9.0,2023-12-04 01:50:00
17532,2023-11-15,17,0,13,179594000.0,1.0,24,9.0,2023-12-04 01:50:00
17564,2023-11-15,17,0,13,251982545.0,1.0,24,9.0,2023-12-04 01:50:00
17645,2023-11-15,17,0,13,111545270.0,23.0,13,4.0,2023-12-04 01:50:00
19491,2023-11-15,17,0,13,117726000.0,1.0,24,9.0,2023-12-04 01:50:00
19506,2023-11-15,17,0,13,165652295.0,1.0,24,9.0,2023-12-04 01:50:00
19516,2023-11-15,17,0,13,179594000.0,1.0,24,9.0,2023-12-04 01:50:00
19533,2023-11-15,17,0,13,251982545.0,1.0,24,9.0,2023-12-04 01:50:00
19569,2023-11-15,17,0,13,111545270.0,23.0,13,4.0,2023-12-04 01:50:00
21271,2023-11-15,18,0,13,117726000.0,1.0,24,9.0,2023-12-04 01:50:00
21298,2023-11-15,18,0,13,165652295.0,1.0,24,9.0,2023-12-04 01:50:00
21320,2023-11-15,18,0,13,179594000.0,1.0,24,9.0,2023-12-04 01:50:00
21365,2023-11-15,18,0,13,251982545.0,1.0,24,9.0,2023-12-04 01:50:00
21469,2023-11-15,18,0,13,111545270.0,23.0,13,4.0,2023-12-04 01:50:00
23693,2023-11-15,18,0,13,117726000.0,1.0,24,9.0,2023-12-04 01:50:00
23708,2023-11-15,18,0,13,165652295.0,1.0,24,9.0,2023-12-04 01:50:00
23721,2023-11-15,18,0,13,179594000.0,1.0,24,9.0,2023-12-04 01:50:00
23743,2023-11-15,18,0,13,251982545.0,1.0,24,9.0,2023-12-04 01:50:00
23790,2023-11-15,18,0,13,111545270.0,23.0,13,4.0,2023-12-04 01:50:00
25535,2023-11-15,19,0,13,117726000.0,1.0,24,9.0,2023-12-04 01:50:00
25560,2023-11-15,19,0,13,165652295.0,1.0,24,9.0,2023-12-04 01:50:00
25584,2023-11-15,19,0,13,179594000.0,1.0,24,9.0,2023-12-04 01:50:00
25612,2023-11-15,19,0,13,251982545.0,1.0,24,9.0,2023-12-04 01:50:00
25687,2023-11-15,19,0,13,111545270.0,23.0,13,4.0,2023-12-04 01:50:00
27798,2023-11-15,19,0,13,117726000.0,1.0,24,9.0,2023-12-04 01:50:00
27816,2023-11-15,19,0,13,165652295.0,1.0,24,9.0,2023-12-04 01:50:00
27830,2023-11-15,19,0,13,179594000.0,1.0,24,9.0,2023-12-04 01:50:00
27849,2023-11-15,19,0,13,251982545.0,1.0,24,9.0,2023-12-04 01:50:00
27893,2023-11-15,19,0,13,111545270.0,23.0,13,4.0,2023-12-04 01:50:00
29626,2023-11-15,20,0,13,117726000.0,1.0,24,9.0,2023-12-04 01:50:00
29661,2023-11-15,20,0,13,165652295.0,1.0,24,9.0,2023-12-04 01:50:00
29679,2023-11-15,20,0,13,179594000.0,1.0,24,9.0,2023-12-04 01:50:00
29722,2023-11-15,20,0,13,251982545.0,1.0,24,9.0,2023-12-04 01:50:00
29798,2023-11-15,20,0,13,111545270.0,23.0,13,4.0,2023-12-04 01:50:00
31810,2023-11-15,20,0,13,117726000.0,1.0,24,9.0,2023-12-04 01:50:00
31824,2023-11-15,20,0,13,165652295.0,1.0,24,9.0,2023-12-04 01:50:00
31833,2023-11-15,20,0,13,179594000.0,1.0,24,9.0,2023-12-04 01:50:00
31853,2023-11-15,20,0,13,251982545.0,1.0,24,9.0,2023-12-04 01:50:00
31888,2023-11-15,20,0,13,111545270.0,23.0,13,4.0,2023-12-04 01:50:00
34879,2023-11-15,21,0,13,117742000.0,1.0,24,9.0,2023-12-04 01:50:00
34894,2023-11-15,21,0,13,165652295.0,1.0,24,9.0,2023-12-04 01:50:00
34900,2023-11-15,21,0,13,165824530.0,1.0,24,9.0,2023-12-04 01:50:00
34913,2023-11-15,21,0,13,179610000.0,1.0,24,9.0,2023-12-04 01:50:00
34938,2023-11-15,21,0,13,251982545.0,1.0,24,9.0,2023-12-04 01:50:00
34944,2023-11-15,21,0,13,252286870.0,1.0,24,9.0,2023-12-04 01:50:00
34998,2023-11-15,21,0,13,111545270.0,23.0,13,4.0,2023-12-04 01:50:00
35003,2023-11-15,21,0,13,111610205.0,23.0,13,4.0,2023-12-04 01:50:00
37775,2023-11-15,22,0,13,117742000.0,1.0,24,9.0,2023-12-04 01:50:00
37791,2023-11-15,22,0,13,165824530.0,1.0,24,9.0,2023-12-04 01:50:00
37804,2023-11-15,22,0,13,179610000.0,1.0,24,9.0,2023-12-04 01:50:00
37827,2023-11-15,22,0,13,252286870.0,1.0,24,9.0,2023-12-04 01:50:00
37883,2023-11-15,22,0,13,111610205.0,23.0,13,4.0,2023-12-04 01:50:00
39728,2023-11-16,0,0,13,117742000.0,1.0,24,9.0,2023-12-04 01:50:00
39745,2023-11-16,0,0,13,165824530.0,1.0,24,9.0,2023-12-04 01:50:00
39771,2023-11-16,0,0,13,185410000.0,1.0,22,9.0,2023-12-04 01:50:00
39782,2023-11-16,0,0,13,252286870.0,1.0,24,9.0,2023-12-04 01:50:00
39830,2023-11-16,0,0,13,111610205.0,23.0,13,4.0,2023-12-04 01:50:00
41107,2023-11-16,0,0,13,117742000.0,1.0,24,9.0,2023-12-04 01:50:00
41118,2023-11-16,0,0,13,165824530.0,1.0,24,9.0,2023-12-04 01:50:00
41135,2023-11-16,0,0,13,185410000.0,1.0,22,9.0,2023-12-04 01:50:00
41140,2023-11-16,0,0,13,252286870.0,1.0,24,9.0,2023-12-04 01:50:00
41154,2023-11-16,0,0,13,111610205.0,23.0,13,4.0,2023-12-04 01:50:00
42659,2023-11-16,1,0,13,117742000.0,1.0,24,9.0,2023-12-04 01:50:00
42689,2023-11-16,1,0,13,185410000.0,1.0,22,9.0,2023-12-04 01:50:00
44196,2023-11-16,2,0,13,117742000.0,1.0,24,9.0,2023-12-04 01:50:00
44224,2023-11-16,2,0,13,185410000.0,1.0,22,9.0,2023-12-04 01:50:00
45315,2023-11-16,3,0,13,117742000.0,1.0,24,9.0,2023-12-04 01:50:00
45330,2023-11-16,3,0,13,165824530.0,1.0,24,9.0,2023-12-04 01:50:00
45342,2023-11-16,3,0,13,179610000.0,1.0,24,9.0,2023-12-04 01:50:00
45371,2023-11-16,3,0,13,252286870.0,1.0,24,9.0,2023-12-04 01:50:00
45430,2023-11-16,3,0,13,111610205.0,23.0,13,4.0,2023-12-04 01:50:00
46969,2023-11-16,3,0,13,117742000.0,1.0,24,9.0,2023-12-04 01:50:00
46980,2023-11-16,3,0,13,165824530.0,1.0,24,9.0,2023-12-04 01:50:00
46987,2023-11-16,3,0,13,179610000.0,1.0,24,9.0,2023-12-04 01:50:00
47005,2023-11-16,3,0,13,252286870.0,1.0,24,9.0,2023-12-04 01:50:00
47026,2023-11-16,3,0,13,111610205.0,23.0,13,4.0,2023-12-04 01:50:00
48166,2023-11-16,4,0,13,117742000.0,1.0,24,9.0,2023-12-04 01:50:00
48187,2023-11-16,4,0,13,165824530.0,1.0,24,9.0,2023-12-04 01:50:00
48203,2023-11-16,4,0,13,179610000.0,1.0,24,9.0,2023-12-04 01:50:00
48226,2023-11-16,4,0,13,252286870.0,1.0,24,9.0,2023-12-04 01:50:00
48289,2023-11-16,4,0,13,111610205.0,23.0,13,4.0,2023-12-04 01:50:00
49900,2023-11-16,4,0,13,117742000.0,1.0,24,9.0,2023-12-04 01:50:00
49914,2023-11-16,4,0,13,165824530.0,1.0,24,9.0,2023-12-04 01:50:00
49923,2023-11-16,4,0,13,179610000.0,1.0,24,9.0,2023-12-04 01:50:00
49943,2023-11-16,4,0,13,252286870.0,1.0,24,9.0,2023-12-04 01:50:00
49976,2023-11-16,4,0,13,111610205.0,23.0,13,4.0,2023-12-04 01:50:00
51497,2023-11-16,5,0,13,117742000.0,1.0,24,9.0,2023-12-04 01:50:00
51528,2023-11-16,5,0,13,165824530.0,1.0,24,9.0,2023-12-04 01:50:00
51551,2023-11-16,5,0,13,179610000.0,1.0,24,9.0,2023-12-04 01:50:00
51597,2023-11-16,5,0,13,252286870.0,1.0,24,9.0,2023-12-04 01:50:00
51692,2023-11-16,5,0,13,111610205.0,23.0,13,4.0,2023-12-04 01:50:00
2124,2023-11-15,13,0,20,111820000.0,15.0,22,9.0,2023-12-04 02:15:00
2139,2023-11-15,13,0,20,138401980.0,15.0,22,9.0,2023-12-04 02:15:00
4186,2023-11-15,13,0,20,111820000.0,15.0,22,9.0,2023-12-04 02:15:00
4196,2023-11-15,13,0,20,138401980.0,15.0,22,9.0,2023-12-04 02:15:00
6549,2023-11-15,14,0,20,111820000.0,15.0,22,9.0,2023-12-04 02:15:00
6568,2023-11-15,14,0,20,138401980.0,15.0,22,9.0,2023-12-04 02:15:00
8459,2023-11-15,14,0,20,111820000.0,15.0,22,9.0,2023-12-04 02:15:00
8472,2023-11-15,14,0,20,138401980.0,15.0,22,9.0,2023-12-04 02:15:00
10598,2023-11-15,15,0,20,111820000.0,15.0,22,9.0,2023-12-04 02:15:00
10614,2023-11-15,15,0,20,138401980.0,15.0,22,9.0,2023-12-04 02:15:00
12308,2023-11-15,15,0,20,111820000.0,15.0,22,9.0,2023-12-04 02:15:00
12317,2023-11-15,15,0,20,138401980.0,15.0,22,9.0,2023-12-04 02:15:00
14543,2023-11-15,16,0,20,111820000.0,15.0,22,9.0,2023-12-04 02:15:00
14562,2023-11-15,16,0,20,138401980.0,15.0,22,9.0,2023-12-04 02:15:00
16460,2023-11-15,16,0,20,111820000.0,15.0,22,9.0,2023-12-04 02:15:00
16472,2023-11-15,16,0,20,138401980.0,15.0,22,9.0,2023-12-04 02:15:00
18414,2023-11-15,17,0,20,111820000.0,15.0,22,9.0,2023-12-04 02:15:00
18428,2023-11-15,17,0,20,138401980.0,15.0,22,9.0,2023-12-04 02:15:00
20060,2023-11-15,17,0,20,111820000.0,15.0,22,9.0,2023-12-04 02:15:00
20070,2023-11-15,17,0,20,138401980.0,15.0,22,9.0,2023-12-04 02:15:00
22399,2023-11-15,18,0,20,111820000.0,15.0,22,9.0,2023-12-04 02:15:00
22414,2023-11-15,18,0,20,138401980.0,15.0,22,9.0,2023-12-04 02:15:00
24404,2023-11-15,18,0,20,111820000.0,15.0,22,9.0,2023-12-04 02:15:00
24417,2023-11-15,18,0,20,138401980.0,15.0,22,9.0,2023-12-04 02:15:00
26505,2023-11-15,19,0,20,111820000.0,15.0,22,9.0,2023-12-04 02:15:00
26519,2023-11-15,19,0,20,138401980.0,15.0,22,9.0,2023-12-04 02:15:00
28416,2023-11-15,19,0,20,111820000.0,15.0,22,9.0,2023-12-04 02:15:00
28428,2023-11-15,19,0,20,138401980.0,15.0,22,9.0,2023-12-04 02:15:00
30588,2023-11-15,20,0,20,111820000.0,15.0,22,9.0,2023-12-04 02:15:00
30604,2023-11-15,20,0,20,138401980.0,15.0,22,9.0,2023-12-04 02:15:00
32305,2023-11-15,20,0,20,111820000.0,15.0,22,9.0,2023-12-04 02:15:00
32313,2023-11-15,20,0,20,138401980.0,15.0,22,9.0,2023-12-04 02:15:00
35659,2023-11-15,21,0,20,111833000.0,15.0,22,9.0,2023-12-04 02:15:00
35674,2023-11-15,21,0,20,138401980.0,15.0,22,9.0,2023-12-04 02:15:00
35675,2023-11-15,21,0,20,138592715.0,15.0,22,9.0,2023-12-04 02:15:00
38432,2023-11-15,22,0,20,111833000.0,15.0,22,9.0,2023-12-04 02:15:00
38444,2023-11-15,22,0,20,138592715.0,15.0,22,9.0,2023-12-04 02:15:00
40309,2023-11-16,0,0,20,111833000.0,15.0,22,9.0,2023-12-04 02:15:00
40317,2023-11-16,0,0,20,138592715.0,15.0,22,9.0,2023-12-04 02:15:00
41371,2023-11-16,0,0,20,111833000.0,15.0,22,9.0,2023-12-04 02:15:00
41376,2023-11-16,0,0,20,138592715.0,15.0,22,9.0,2023-12-04 02:15:00
42945,2023-11-16,1,0,20,111833000.0,15.0,22,9.0,2023-12-04 02:15:00
44454,2023-11-16,2,0,20,111833000.0,15.0,22,9.0,2023-12-04 02:15:00
45954,2023-11-16,3,0,20,111833000.0,15.0,22,9.0,2023-12-04 02:15:00
45961,2023-11-16,3,0,20,138592715.0,15.0,22,9.0,2023-12-04 02:15:00
47276,2023-11-16,3,0,20,111833000.0,15.0,22,9.0,2023-12-04 02:15:00
47281,2023-11-16,3,0,20,138592715.0,15.0,22,9.0,2023-12-04 02:15:00
48850,2023-11-16,4,0,20,111833000.0,15.0,22,9.0,2023-12-04 02:15:00
48860,2023-11-16,4,0,20,138592715.0,15.0,22,9.0,2023-12-04 02:15:00
50326,2023-11-16,4,0,20,111833000.0,15.0,22,9.0,2023-12-04 02:15:00
50334,2023-11-16,4,0,20,138592715.0,15.0,22,9.0,2023-12-04 02:15:00
1349,2023-11-15,13,0,14,444399380.0,1.0,9,9.0,2023-12-04 02:25:00
3706,2023-11-15,13,0,14,444399380.0,1.0,9,9.0,2023-12-04 02:25:00
5737,2023-11-15,14,0,14,444399380.0,1.0,9,9.0,2023-12-04 02:25:00
7961,2023-11-15,14,0,14,444399380.0,1.0,9,9.0,2023-12-04 02:25:00
9856,2023-11-15,15,0,14,444399380.0,1.0,9,9.0,2023-12-04 02:25:00
11934,2023-11-15,15,0,14,444399380.0,1.0,9,9.0,2023-12-04 02:25:00
13697,2023-11-15,16,0,14,444399380.0,1.0,9,9.0,2023-12-04 02:25:00
15974,2023-11-15,16,0,14,444399380.0,1.0,9,9.0,2023-12-04 02:25:00
17743,2023-11-15,17,0,14,444399380.0,1.0,9,9.0,2023-12-04 02:25:00
19618,2023-11-15,17,0,14,444399380.0,1.0,9,9.0,2023-12-04 02:25:00
21578,2023-11-15,18,0,14,444399380.0,1.0,9,9.0,2023-12-04 02:25:00
23853,2023-11-15,18,0,14,444399380.0,1.0,9,9.0,2023-12-04 02:25:00
25771,2023-11-15,19,0,14,444399380.0,1.0,9,9.0,2023-12-04 02:25:00
27957,2023-11-15,19,0,14,444399380.0,1.0,9,9.0,2023-12-04 02:25:00
29881,2023-11-15,20,0,14,444399380.0,1.0,9,9.0,2023-12-04 02:25:00
31932,2023-11-15,20,0,14,444399380.0,1.0,9,9.0,2023-12-04 02:25:00
35059,2023-11-15,21,0,14,444399380.0,1.0,9,9.0,2023-12-04 02:25:00
35067,2023-11-15,21,0,14,445183595.0,1.0,9,9.0,2023-12-04 02:25:00
37945,2023-11-15,22,0,14,445183595.0,1.0,9,9.0,2023-12-04 02:25:00
39889,2023-11-16,0,0,14,445183595.0,1.0,9,9.0,2023-12-04 02:25:00
41193,2023-11-16,0,0,14,445183595.0,1.0,9,9.0,2023-12-04 02:25:00
45507,2023-11-16,3,0,14,445183595.0,1.0,9,9.0,2023-12-04 02:25:00
47074,2023-11-16,3,0,14,445183595.0,1.0,9,9.0,2023-12-04 02:25:00
48360,2023-11-16,4,0,14,445183595.0,1.0,9,9.0,2023-12-04 02:25:00
50024,2023-11-16,4,0,14,445183595.0,1.0,9,9.0,2023-12-04 02:25:00
51800,2023-11-16,5,0,14,445183595.0,1.0,9,9.0,2023-12-04 02:25:00
1388,2023-11-15,13,0,1,46086000.0,0.0,25,9.0,2023-12-04 02:55:00
1402,2023-11-15,13,0,1,46674910.0,0.0,25,9.0,2023-12-04 02:55:00
1421,2023-11-15,13,0,1,54770140.0,20.0,25,9.0,2023-12-04 02:55:00
3731,2023-11-15,13,0,1,46086000.0,0.0,25,9.0,2023-12-04 02:55:00
3742,2023-11-15,13,0,1,46674910.0,0.0,25,9.0,2023-12-04 02:55:00
3757,2023-11-15,13,0,1,54770140.0,20.0,25,9.0,2023-12-04 02:55:00
5780,2023-11-15,14,0,1,46086000.0,0.0,25,9.0,2023-12-04 02:55:00
5793,2023-11-15,14,0,1,46674910.0,0.0,25,9.0,2023-12-04 02:55:00
5815,2023-11-15,14,0,1,54770140.0,20.0,25,9.0,2023-12-04 02:55:00
7988,2023-11-15,14,0,1,46086000.0,0.0,25,9.0,2023-12-04 02:55:00
7998,2023-11-15,14,0,1,46674910.0,0.0,25,9.0,2023-12-04 02:55:00
8012,2023-11-15,14,0,1,54770140.0,20.0,25,9.0,2023-12-04 02:55:00
9896,2023-11-15,15,0,1,46086000.0,0.0,25,9.0,2023-12-04 02:55:00
9910,2023-11-15,15,0,1,46674910.0,0.0,25,9.0,2023-12-04 02:55:00
9932,2023-11-15,15,0,1,54770140.0,20.0,25,9.0,2023-12-04 02:55:00
11956,2023-11-15,15,0,1,46086000.0,0.0,25,9.0,2023-12-04 02:55:00
11966,2023-11-15,15,0,1,46674910.0,0.0,25,9.0,2023-12-04 02:55:00
11979,2023-11-15,15,0,1,54770140.0,20.0,25,9.0,2023-12-04 02:55:00
13743,2023-11-15,16,0,1,46086000.0,0.0,25,9.0,2023-12-04 02:55:00
13756,2023-11-15,16,0,1,46674910.0,0.0,25,9.0,2023-12-04 02:55:00
13781,2023-11-15,16,0,1,54770140.0,20.0,25,9.0,2023-12-04 02:55:00
16002,2023-11-15,16,0,1,46086000.0,0.0,25,9.0,2023-12-04 02:55:00
16013,2023-11-15,16,0,1,46674910.0,0.0,25,9.0,2023-12-04 02:55:00
16028,2023-11-15,16,0,1,54770140.0,20.0,25,9.0,2023-12-04 02:55:00
17772,2023-11-15,17,0,1,46086000.0,0.0,25,9.0,2023-12-04 02:55:00
17784,2023-11-15,17,0,1,46674910.0,0.0,25,9.0,2023-12-04 02:55:00
17802,2023-11-15,17,0,1,54770140.0,20.0,25,9.0,2023-12-04 02:55:00
19642,2023-11-15,17,0,1,46086000.0,0.0,25,9.0,2023-12-04 02:55:00
19652,2023-11-15,17,0,1,46674910.0,0.0,25,9.0,2023-12-04 02:55:00
19664,2023-11-15,17,0,1,54770140.0,20.0,25,9.0,2023-12-04 02:55:00
21620,2023-11-15,18,0,1,46086000.0,0.0,25,9.0,2023-12-04 02:55:00
21633,2023-11-15,18,0,1,46674910.0,0.0,25,9.0,2023-12-04 02:55:00
21656,2023-11-15,18,0,1,54770140.0,20.0,25,9.0,2023-12-04 02:55:00
23883,2023-11-15,18,0,1,46086000.0,0.0,25,9.0,2023-12-04 02:55:00
23894,2023-11-15,18,0,1,46674910.0,0.0,25,9.0,2023-12-04 02:55:00
23911,2023-11-15,18,0,1,54770140.0,20.0,25,9.0,2023-12-04 02:55:00
25813,2023-11-15,19,0,1,46086000.0,0.0,25,9.0,2023-12-04 02:55:00
25820,2023-11-15,19,0,1,46674910.0,0.0,25,7.0,2023-12-04 02:55:00
25841,2023-11-15,19,0,1,54770140.0,20.0,25,7.0,2023-12-04 02:55:00
27984,2023-11-15,19,0,1,46086000.0,0.0,25,9.0,2023-12-04 02:55:00
27991,2023-11-15,19,0,1,46674910.0,0.0,25,7.0,2023-12-04 02:55:00
28006,2023-11-15,19,0,1,54770140.0,20.0,25,7.0,2023-12-04 02:55:00
29919,2023-11-15,20,0,1,46086000.0,0.0,25,9.0,2023-12-04 02:55:00
29935,2023-11-15,20,0,1,46674910.0,0.0,25,9.0,2023-12-04 02:55:00
29957,2023-11-15,20,0,1,54770140.0,20.0,25,9.0,2023-12-04 02:55:00
31952,2023-11-15,20,0,1,46086000.0,0.0,25,9.0,2023-12-04 02:55:00
31964,2023-11-15,20,0,1,46674910.0,0.0,25,9.0,2023-12-04 02:55:00
31976,2023-11-15,20,0,1,54770140.0,20.0,25,9.0,2023-12-04 02:55:00
35092,2023-11-15,21,0,1,46099000.0,0.0,25,9.0,2023-12-04 02:55:00
35101,2023-11-15,21,0,1,46674910.0,0.0,25,9.0,2023-12-04 02:55:00
35109,2023-11-15,21,0,1,46733555.0,0.0,25,9.0,2023-12-04 02:55:00
35120,2023-11-15,21,0,1,54770140.0,20.0,25,9.0,2023-12-04 02:55:00
35128,2023-11-15,21,0,1,54847655.0,20.0,25,9.0,2023-12-04 02:55:00
37971,2023-11-15,22,0,1,46099000.0,0.0,25,9.0,2023-12-04 02:55:00
37981,2023-11-15,22,0,1,46733555.0,0.0,25,9.0,2023-12-04 02:55:00
37994,2023-11-15,22,0,1,54847655.0,20.0,25,9.0,2023-12-04 02:55:00
39914,2023-11-16,0,0,1,46099000.0,0.0,25,9.0,2023-12-04 02:55:00
39923,2023-11-16,0,0,1,46733555.0,0.0,25,9.0,2023-12-04 02:55:00
39934,2023-11-16,0,0,1,54847655.0,20.0,25,9.0,2023-12-04 02:55:00
41206,2023-11-16,0,0,1,46099000.0,0.0,25,9.0,2023-12-04 02:55:00
41213,2023-11-16,0,0,1,46733555.0,0.0,25,9.0,2023-12-04 02:55:00
41218,2023-11-16,0,0,1,54847655.0,20.0,25,9.0,2023-12-04 02:55:00
42764,2023-11-16,1,0,1,46099000.0,0.0,25,9.0,2023-12-04 02:55:00
44299,2023-11-16,2,0,1,46099000.0,0.0,25,9.0,2023-12-04 02:55:00
45533,2023-11-16,3,0,1,46099000.0,0.0,25,9.0,2023-12-04 02:55:00
45540,2023-11-16,3,0,1,46733555.0,0.0,25,9.0,2023-12-04 02:55:00
45552,2023-11-16,3,0,1,54847655.0,20.0,25,9.0,2023-12-04 02:55:00
47090,2023-11-16,3,0,1,46099000.0,0.0,25,9.0,2023-12-04 02:55:00
47097,2023-11-16,3,0,1,46733555.0,0.0,25,9.0,2023-12-04 02:55:00
47103,2023-11-16,3,0,1,54847655.0,20.0,25,9.0,2023-12-04 02:55:00
48390,2023-11-16,4,0,1,46099000.0,0.0,25,9.0,2023-12-04 02:55:00
48400,2023-11-16,4,0,1,46733555.0,0.0,25,9.0,2023-12-04 02:55:00
48413,2023-11-16,4,0,1,54847655.0,20.0,25,9.0,2023-12-04 02:55:00
50043,2023-11-16,4,0,1,46099000.0,0.0,25,9.0,2023-12-04 02:55:00
50051,2023-11-16,4,0,1,46733555.0,0.0,25,9.0,2023-12-04 02:55:00
