,created_at,hour_created_at,is_charter,airline_code,api_fare,baggage,class,available_seat,flight_date_time
9550,2023-11-15,15,0,16,64702420.0,0.0,23,9.0,2023-11-23 04:15:00
9565,2023-11-15,15,0,16,71160000.0,20.0,23,9.0,2023-11-23 04:15:00
9575,2023-11-15,15,0,16,72892000.0,20.0,23,9.0,2023-11-23 04:15:00
13377,2023-11-15,16,0,16,62904000.0,0.0,23,9.0,2023-11-23 04:15:00
13386,2023-11-15,16,0,16,64702420.0,0.0,23,9.0,2023-11-23 04:15:00
13400,2023-11-15,16,0,16,71160000.0,20.0,23,9.0,2023-11-23 04:15:00
13409,2023-11-15,16,0,16,72892000.0,20.0,23,9.0,2023-11-23 04:15:00
17431,2023-11-15,17,0,16,62904000.0,0.0,23,9.0,2023-11-23 04:15:00
17440,2023-11-15,17,0,16,64702420.0,0.0,23,9.0,2023-11-23 04:15:00
17454,2023-11-15,17,0,16,71160000.0,20.0,23,9.0,2023-11-23 04:15:00
17463,2023-11-15,17,0,16,72892000.0,20.0,23,9.0,2023-11-23 04:15:00
21196,2023-11-15,18,0,16,62904000.0,0.0,23,9.0,2023-11-23 04:15:00
21204,2023-11-15,18,0,16,64702420.0,0.0,23,9.0,2023-11-23 04:15:00
21226,2023-11-15,18,0,16,71160000.0,20.0,23,9.0,2023-11-23 04:15:00
21235,2023-11-15,18,0,16,72892000.0,20.0,23,9.0,2023-11-23 04:15:00
25477,2023-11-15,19,0,16,62904000.0,0.0,23,9.0,2023-11-23 04:15:00
25485,2023-11-15,19,0,16,64702420.0,0.0,23,9.0,2023-11-23 04:15:00
25501,2023-11-15,19,0,16,71160000.0,20.0,23,9.0,2023-11-23 04:15:00
25509,2023-11-15,19,0,16,72892000.0,20.0,23,9.0,2023-11-23 04:15:00
27770,2023-11-15,19,0,16,62904000.0,0.0,23,9.0,2023-11-23 04:15:00
27775,2023-11-15,19,0,16,64702420.0,0.0,23,9.0,2023-11-23 04:15:00
27780,2023-11-15,19,0,16,71160000.0,20.0,23,9.0,2023-11-23 04:15:00
27785,2023-11-15,19,0,16,72892000.0,20.0,23,9.0,2023-11-23 04:15:00
29567,2023-11-15,20,0,16,62904000.0,0.0,23,9.0,2023-11-23 04:15:00
29577,2023-11-15,20,0,16,64702420.0,0.0,23,9.0,2023-11-23 04:15:00
29592,2023-11-15,20,0,16,71160000.0,20.0,23,9.0,2023-11-23 04:15:00
29602,2023-11-15,20,0,16,72892000.0,20.0,23,9.0,2023-11-23 04:15:00
33103,2023-11-15,21,0,16,63420000.0,0.0,23,9.0,2023-11-23 04:15:00
33111,2023-11-15,21,0,16,64702420.0,0.0,23,9.0,2023-11-23 04:15:00
33137,2023-11-15,21,0,16,71676000.0,20.0,23,9.0,2023-11-23 04:15:00
33145,2023-11-15,21,0,16,72892000.0,20.0,23,9.0,2023-11-23 04:15:00
36411,2023-11-15,22,0,16,63420000.0,0.0,23,9.0,2023-11-23 04:15:00
36420,2023-11-15,22,0,16,65623720.0,0.0,23,9.0,2023-11-23 04:15:00
36430,2023-11-15,22,0,16,71676000.0,20.0,23,9.0,2023-11-23 04:15:00
36439,2023-11-15,22,0,16,73945390.0,20.0,23,9.0,2023-11-23 04:15:00
41867,2023-11-16,1,0,16,63420000.0,0.0,23,9.0,2023-11-23 04:15:00
41871,2023-11-16,1,0,16,65623720.0,0.0,23,9.0,2023-11-23 04:15:00
41878,2023-11-16,1,0,16,71676000.0,20.0,23,9.0,2023-11-23 04:15:00
41882,2023-11-16,1,0,16,73945390.0,20.0,23,9.0,2023-11-23 04:15:00
43426,2023-11-16,2,0,16,63420000.0,0.0,23,9.0,2023-11-23 04:15:00
43431,2023-11-16,2,0,16,65623720.0,0.0,23,9.0,2023-11-23 04:15:00
43438,2023-11-16,2,0,16,71676000.0,20.0,23,9.0,2023-11-23 04:15:00
43443,2023-11-16,2,0,16,73945390.0,20.0,23,9.0,2023-11-23 04:15:00
45264,2023-11-16,3,0,16,63420000.0,0.0,23,9.0,2023-11-23 04:15:00
45274,2023-11-16,3,0,16,65623720.0,0.0,23,9.0,2023-11-23 04:15:00
45286,2023-11-16,3,0,16,71676000.0,20.0,23,9.0,2023-11-23 04:15:00
45297,2023-11-16,3,0,16,73945390.0,20.0,23,9.0,2023-11-23 04:15:00
48122,2023-11-16,4,0,16,63420000.0,0.0,23,9.0,2023-11-23 04:15:00
48131,2023-11-16,4,0,16,65623720.0,0.0,23,9.0,2023-11-23 04:15:00
48141,2023-11-16,4,0,16,71676000.0,20.0,23,9.0,2023-11-23 04:15:00
48150,2023-11-16,4,0,16,73945390.0,20.0,23,9.0,2023-11-23 04:15:00
51437,2023-11-16,5,0,16,63420000.0,0.0,23,9.0,2023-11-23 04:15:00
51447,2023-11-16,5,0,16,65623720.0,0.0,23,9.0,2023-11-23 04:15:00
51462,2023-11-16,5,0,16,71676000.0,20.0,23,9.0,2023-11-23 04:15:00
51472,2023-11-16,5,0,16,73945390.0,20.0,23,9.0,2023-11-23 04:15:00
2373,2023-11-15,13,0,5,158260960.0,30.0,12,9.0,2023-11-23 04:30:00
4341,2023-11-15,13,0,5,158260960.0,30.0,12,9.0,2023-11-23 04:30:00
6808,2023-11-15,14,0,5,158260960.0,30.0,12,9.0,2023-11-23 04:30:00
10839,2023-11-15,15,0,5,158260960.0,30.0,12,9.0,2023-11-23 04:30:00
14797,2023-11-15,16,0,5,158260960.0,30.0,12,9.0,2023-11-23 04:30:00
18617,2023-11-15,17,0,5,158260960.0,30.0,12,9.0,2023-11-23 04:30:00
22646,2023-11-15,18,0,5,158260960.0,30.0,12,9.0,2023-11-23 04:30:00
26729,2023-11-15,19,0,5,158260960.0,30.0,12,9.0,2023-11-23 04:30:00
28567,2023-11-15,19,0,5,158260960.0,30.0,12,9.0,2023-11-23 04:30:00
30825,2023-11-15,20,0,5,158260960.0,30.0,12,9.0,2023-11-23 04:30:00
30841,2023-11-15,20,0,5,158273960.0,30.0,12,9.0,2023-11-23 04:30:00
37092,2023-11-15,22,0,5,158273960.0,30.0,12,9.0,2023-11-23 04:30:00
42216,2023-11-16,1,0,5,158273960.0,30.0,12,9.0,2023-11-23 04:30:00
43731,2023-11-16,2,0,5,158273960.0,30.0,12,9.0,2023-11-23 04:30:00
46136,2023-11-16,3,0,5,158273960.0,30.0,12,9.0,2023-11-23 04:30:00
49044,2023-11-16,4,0,5,158273960.0,30.0,12,9.0,2023-11-23 04:30:00
2076,2023-11-15,13,0,20,111820000.0,15.0,22,9.0,2023-11-23 04:35:00
2096,2023-11-15,13,0,20,138401980.0,15.0,22,9.0,2023-11-23 04:35:00
4154,2023-11-15,13,0,20,111820000.0,15.0,22,9.0,2023-11-23 04:35:00
4164,2023-11-15,13,0,20,138401980.0,15.0,22,9.0,2023-11-23 04:35:00
6498,2023-11-15,14,0,20,111820000.0,15.0,22,9.0,2023-11-23 04:35:00
6521,2023-11-15,14,0,20,138401980.0,15.0,22,9.0,2023-11-23 04:35:00
10549,2023-11-15,15,0,20,111820000.0,15.0,22,9.0,2023-11-23 04:35:00
10571,2023-11-15,15,0,20,138401980.0,15.0,22,9.0,2023-11-23 04:35:00
14490,2023-11-15,16,0,20,111820000.0,15.0,22,9.0,2023-11-23 04:35:00
14515,2023-11-15,16,0,20,138401980.0,15.0,22,9.0,2023-11-23 04:35:00
18371,2023-11-15,17,0,20,111820000.0,15.0,22,9.0,2023-11-23 04:35:00
18389,2023-11-15,17,0,20,138401980.0,15.0,22,9.0,2023-11-23 04:35:00
22349,2023-11-15,18,0,20,111820000.0,15.0,22,9.0,2023-11-23 04:35:00
22372,2023-11-15,18,0,20,138401980.0,15.0,22,9.0,2023-11-23 04:35:00
26460,2023-11-15,19,0,20,111820000.0,15.0,22,9.0,2023-11-23 04:35:00
26481,2023-11-15,19,0,20,138401980.0,15.0,22,9.0,2023-11-23 04:35:00
28385,2023-11-15,19,0,20,111820000.0,15.0,22,9.0,2023-11-23 04:35:00
28401,2023-11-15,19,0,20,138401980.0,15.0,22,9.0,2023-11-23 04:35:00
30537,2023-11-15,20,0,20,111820000.0,15.0,22,9.0,2023-11-23 04:35:00
30541,2023-11-15,20,0,20,111833000.0,15.0,22,9.0,2023-11-23 04:35:00
30556,2023-11-15,20,0,20,138401980.0,15.0,22,9.0,2023-11-23 04:35:00
33903,2023-11-15,21,0,20,138592715.0,15.0,22,9.0,2023-11-23 04:35:00
36935,2023-11-15,22,0,20,111833000.0,15.0,22,9.0,2023-11-23 04:35:00
36945,2023-11-15,22,0,20,138592715.0,15.0,22,9.0,2023-11-23 04:35:00
42126,2023-11-16,1,0,20,111833000.0,15.0,22,9.0,2023-11-23 04:35:00
42130,2023-11-16,1,0,20,138592715.0,15.0,22,9.0,2023-11-23 04:35:00
43658,2023-11-16,2,0,20,111833000.0,15.0,22,9.0,2023-11-23 04:35:00
43660,2023-11-16,2,0,20,138592715.0,15.0,22,9.0,2023-11-23 04:35:00
45923,2023-11-16,3,0,20,111833000.0,15.0,22,9.0,2023-11-23 04:35:00
45932,2023-11-16,3,0,20,138592715.0,15.0,22,9.0,2023-11-23 04:35:00
48814,2023-11-16,4,0,20,111833000.0,15.0,22,9.0,2023-11-23 04:35:00
48825,2023-11-16,4,0,20,138592715.0,15.0,22,9.0,2023-11-23 04:35:00
1486,2023-11-15,13,0,1,83234000.0,0.0,25,9.0,2023-11-23 04:45:00
1553,2023-11-15,13,0,1,97044000.0,0.0,25,9.0,2023-11-23 04:45:00
1556,2023-11-15,13,0,1,97228000.0,0.0,25,9.0,2023-11-23 04:45:00
1559,2023-11-15,13,0,1,98135620.0,0.0,25,9.0,2023-11-23 04:45:00
1582,2023-11-15,13,0,1,106211980.0,20.0,25,9.0,2023-11-23 04:45:00
1622,2023-11-15,13,0,1,117025970.0,0.0,25,9.0,2023-11-23 04:45:00
1625,2023-11-15,13,0,1,117278125.0,0.0,25,9.0,2023-11-23 04:45:00
1631,2023-11-15,13,0,1,119705510.0,20.0,23,9.0,2023-11-23 04:45:00
1639,2023-11-15,13,0,1,119957665.0,20.0,23,9.0,2023-11-23 04:45:00
1666,2023-11-15,13,0,1,125102330.0,20.0,25,9.0,2023-11-23 04:45:00
1670,2023-11-15,13,0,1,125354485.0,20.0,25,9.0,2023-11-23 04:45:00
1680,2023-11-15,13,0,1,194712280.0,0.0,24,9.0,2023-11-23 04:45:00
1703,2023-11-15,13,0,1,197412170.0,0.0,23,9.0,2023-11-23 04:45:00
1727,2023-11-15,13,0,1,202662655.0,0.0,25,9.0,2023-11-23 04:45:00
1730,2023-11-15,13,0,1,202807510.0,20.0,24,9.0,2023-11-23 04:45:00
1735,2023-11-15,13,0,1,202808990.0,0.0,25,9.0,2023-11-23 04:45:00
1741,2023-11-15,13,0,1,205505920.0,0.0,13,9.0,2023-11-23 04:45:00
1785,2023-11-15,13,0,1,210757885.0,20.0,25,9.0,2023-11-23 04:45:00
1789,2023-11-15,13,0,1,213601150.0,20.0,13,9.0,2023-11-23 04:45:00
1797,2023-11-15,13,0,1,213602630.0,0.0,23,9.0,2023-11-23 04:45:00
1805,2023-11-15,13,0,1,213854785.0,0.0,23,9.0,2023-11-23 04:45:00
1811,2023-11-15,13,0,1,216280690.0,0.0,22,9.0,2023-11-23 04:45:00
1838,2023-11-15,13,0,1,218999450.0,0.0,25,9.0,2023-11-23 04:45:00
1842,2023-11-15,13,0,1,219251605.0,0.0,25,9.0,2023-11-23 04:45:00
1853,2023-11-15,13,0,1,221950015.0,20.0,23,9.0,2023-11-23 04:45:00
1886,2023-11-15,13,0,1,227074330.0,0.0,19,9.0,2023-11-23 04:45:00
1889,2023-11-15,13,0,1,227094680.0,20.0,25,9.0,2023-11-23 04:45:00
1893,2023-11-15,13,0,1,227346835.0,20.0,25,9.0,2023-11-23 04:45:00
1900,2023-11-15,13,0,1,230045245.0,0.0,23,9.0,2023-11-23 04:45:00
1918,2023-11-15,13,0,1,235171040.0,0.0,25,9.0,2023-11-23 04:45:00
1920,2023-11-15,13,0,1,235423195.0,0.0,25,9.0,2023-11-23 04:45:00
1951,2023-11-15,13,0,1,243266270.0,20.0,25,9.0,2023-11-23 04:45:00
3796,2023-11-15,13,0,1,83234000.0,0.0,25,9.0,2023-11-23 04:45:00
3841,2023-11-15,13,0,1,97044000.0,0.0,25,9.0,2023-11-23 04:45:00
3843,2023-11-15,13,0,1,97228000.0,0.0,25,9.0,2023-11-23 04:45:00
3845,2023-11-15,13,0,1,98135620.0,0.0,25,9.0,2023-11-23 04:45:00
3859,2023-11-15,13,0,1,106211980.0,20.0,25,9.0,2023-11-23 04:45:00
3882,2023-11-15,13,0,1,117025970.0,0.0,25,9.0,2023-11-23 04:45:00
3884,2023-11-15,13,0,1,117278125.0,0.0,25,9.0,2023-11-23 04:45:00
3887,2023-11-15,13,0,1,119705510.0,20.0,23,9.0,2023-11-23 04:45:00
3891,2023-11-15,13,0,1,119957665.0,20.0,23,9.0,2023-11-23 04:45:00
3909,2023-11-15,13,0,1,125102330.0,20.0,25,9.0,2023-11-23 04:45:00
3912,2023-11-15,13,0,1,125354485.0,20.0,25,9.0,2023-11-23 04:45:00
3916,2023-11-15,13,0,1,194712280.0,0.0,24,9.0,2023-11-23 04:45:00
3929,2023-11-15,13,0,1,197412170.0,0.0,23,9.0,2023-11-23 04:45:00
3945,2023-11-15,13,0,1,202662655.0,0.0,25,9.0,2023-11-23 04:45:00
3947,2023-11-15,13,0,1,202807510.0,20.0,24,9.0,2023-11-23 04:45:00
3949,2023-11-15,13,0,1,202808990.0,0.0,25,9.0,2023-11-23 04:45:00
3952,2023-11-15,13,0,1,205505920.0,0.0,13,9.0,2023-11-23 04:45:00
3980,2023-11-15,13,0,1,210757885.0,20.0,25,9.0,2023-11-23 04:45:00
3983,2023-11-15,13,0,1,213601150.0,20.0,13,9.0,2023-11-23 04:45:00
3989,2023-11-15,13,0,1,213854785.0,0.0,23,9.0,2023-11-23 04:45:00
3992,2023-11-15,13,0,1,216280690.0,0.0,22,9.0,2023-11-23 04:45:00
4012,2023-11-15,13,0,1,218999450.0,0.0,25,9.0,2023-11-23 04:45:00
4015,2023-11-15,13,0,1,219251605.0,0.0,25,9.0,2023-11-23 04:45:00
4040,2023-11-15,13,0,1,227074330.0,0.0,19,9.0,2023-11-23 04:45:00
4043,2023-11-15,13,0,1,227094680.0,20.0,25,9.0,2023-11-23 04:45:00
4046,2023-11-15,13,0,1,227346835.0,20.0,25,9.0,2023-11-23 04:45:00
4059,2023-11-15,13,0,1,235171040.0,0.0,25,9.0,2023-11-23 04:45:00
4061,2023-11-15,13,0,1,235423195.0,0.0,25,9.0,2023-11-23 04:45:00
4080,2023-11-15,13,0,1,243266270.0,20.0,25,9.0,2023-11-23 04:45:00
5881,2023-11-15,14,0,1,83234000.0,0.0,25,9.0,2023-11-23 04:45:00
5949,2023-11-15,14,0,1,97044000.0,0.0,25,9.0,2023-11-23 04:45:00
5952,2023-11-15,14,0,1,97228000.0,0.0,25,9.0,2023-11-23 04:45:00
5955,2023-11-15,14,0,1,98135620.0,0.0,25,9.0,2023-11-23 04:45:00
5980,2023-11-15,14,0,1,106211980.0,20.0,25,9.0,2023-11-23 04:45:00
6024,2023-11-15,14,0,1,117025970.0,0.0,25,9.0,2023-11-23 04:45:00
6027,2023-11-15,14,0,1,117278125.0,0.0,25,9.0,2023-11-23 04:45:00
6032,2023-11-15,14,0,1,119705510.0,20.0,23,9.0,2023-11-23 04:45:00
6039,2023-11-15,14,0,1,119957665.0,20.0,23,9.0,2023-11-23 04:45:00
6073,2023-11-15,14,0,1,125102330.0,20.0,25,9.0,2023-11-23 04:45:00
6077,2023-11-15,14,0,1,125354485.0,20.0,25,9.0,2023-11-23 04:45:00
6083,2023-11-15,14,0,1,194712280.0,0.0,24,9.0,2023-11-23 04:45:00
6107,2023-11-15,14,0,1,197412170.0,0.0,23,9.0,2023-11-23 04:45:00
6131,2023-11-15,14,0,1,202662655.0,0.0,25,9.0,2023-11-23 04:45:00
6134,2023-11-15,14,0,1,202807510.0,20.0,24,9.0,2023-11-23 04:45:00
6138,2023-11-15,14,0,1,202808990.0,0.0,25,9.0,2023-11-23 04:45:00
6144,2023-11-15,14,0,1,205505920.0,0.0,13,9.0,2023-11-23 04:45:00
6189,2023-11-15,14,0,1,210757885.0,20.0,25,9.0,2023-11-23 04:45:00
6195,2023-11-15,14,0,1,213601150.0,20.0,13,9.0,2023-11-23 04:45:00
6207,2023-11-15,14,0,1,213854785.0,0.0,23,9.0,2023-11-23 04:45:00
6213,2023-11-15,14,0,1,216280690.0,0.0,22,9.0,2023-11-23 04:45:00
6249,2023-11-15,14,0,1,218999450.0,0.0,25,9.0,2023-11-23 04:45:00
6253,2023-11-15,14,0,1,219251605.0,0.0,25,9.0,2023-11-23 04:45:00
6303,2023-11-15,14,0,1,227074330.0,0.0,19,9.0,2023-11-23 04:45:00
6306,2023-11-15,14,0,1,227094680.0,20.0,25,9.0,2023-11-23 04:45:00
6310,2023-11-15,14,0,1,227346835.0,20.0,25,9.0,2023-11-23 04:45:00
6334,2023-11-15,14,0,1,235171040.0,0.0,25,9.0,2023-11-23 04:45:00
6336,2023-11-15,14,0,1,235423195.0,0.0,25,9.0,2023-11-23 04:45:00
6370,2023-11-15,14,0,1,243266270.0,20.0,25,9.0,2023-11-23 04:45:00
9996,2023-11-15,15,0,1,83234000.0,0.0,25,9.0,2023-11-23 04:45:00
10060,2023-11-15,15,0,1,97044000.0,0.0,25,9.0,2023-11-23 04:45:00
10063,2023-11-15,15,0,1,97228000.0,0.0,25,9.0,2023-11-23 04:45:00
10066,2023-11-15,15,0,1,98135620.0,0.0,25,9.0,2023-11-23 04:45:00
10089,2023-11-15,15,0,1,106211980.0,20.0,25,9.0,2023-11-23 04:45:00
10132,2023-11-15,15,0,1,117025970.0,0.0,25,9.0,2023-11-23 04:45:00
10134,2023-11-15,15,0,1,117278125.0,0.0,25,9.0,2023-11-23 04:45:00
10138,2023-11-15,15,0,1,119705510.0,20.0,23,9.0,2023-11-23 04:45:00
10146,2023-11-15,15,0,1,119957665.0,20.0,23,9.0,2023-11-23 04:45:00
10175,2023-11-15,15,0,1,125102330.0,20.0,25,9.0,2023-11-23 04:45:00
10178,2023-11-15,15,0,1,125354485.0,20.0,25,9.0,2023-11-23 04:45:00
10182,2023-11-15,15,0,1,194712280.0,0.0,24,9.0,2023-11-23 04:45:00
10227,2023-11-15,15,0,1,202662655.0,0.0,25,9.0,2023-11-23 04:45:00
10229,2023-11-15,15,0,1,202807510.0,20.0,24,9.0,2023-11-23 04:45:00
10233,2023-11-15,15,0,1,202808990.0,0.0,25,9.0,2023-11-23 04:45:00
10239,2023-11-15,15,0,1,205505920.0,0.0,13,9.0,2023-11-23 04:45:00
10281,2023-11-15,15,0,1,210757885.0,20.0,25,9.0,2023-11-23 04:45:00
10284,2023-11-15,15,0,1,213601150.0,20.0,13,9.0,2023-11-23 04:45:00
10296,2023-11-15,15,0,1,213854785.0,0.0,23,9.0,2023-11-23 04:45:00
10302,2023-11-15,15,0,1,216280690.0,0.0,22,9.0,2023-11-23 04:45:00
10331,2023-11-15,15,0,1,218999450.0,0.0,25,9.0,2023-11-23 04:45:00
10334,2023-11-15,15,0,1,219251605.0,0.0,25,9.0,2023-11-23 04:45:00
10377,2023-11-15,15,0,1,227074330.0,0.0,19,9.0,2023-11-23 04:45:00
10380,2023-11-15,15,0,1,227094680.0,20.0,25,9.0,2023-11-23 04:45:00
10383,2023-11-15,15,0,1,227346835.0,20.0,25,9.0,2023-11-23 04:45:00
10406,2023-11-15,15,0,1,235171040.0,0.0,25,9.0,2023-11-23 04:45:00
10408,2023-11-15,15,0,1,235423195.0,0.0,25,9.0,2023-11-23 04:45:00
10412,2023-11-15,15,0,1,237867970.0,0.0,4,9.0,2023-11-23 04:45:00
10438,2023-11-15,15,0,1,243266270.0,20.0,25,9.0,2023-11-23 04:45:00
13850,2023-11-15,16,0,1,83234000.0,0.0,25,9.0,2023-11-23 04:45:00
13916,2023-11-15,16,0,1,97044000.0,0.0,25,9.0,2023-11-23 04:45:00
13919,2023-11-15,16,0,1,97228000.0,0.0,25,9.0,2023-11-23 04:45:00
13922,2023-11-15,16,0,1,98135620.0,0.0,25,9.0,2023-11-23 04:45:00
13946,2023-11-15,16,0,1,106211980.0,20.0,25,9.0,2023-11-23 04:45:00
13989,2023-11-15,16,0,1,117025970.0,0.0,25,9.0,2023-11-23 04:45:00
13991,2023-11-15,16,0,1,117278125.0,0.0,25,9.0,2023-11-23 04:45:00
13995,2023-11-15,16,0,1,119705510.0,20.0,23,9.0,2023-11-23 04:45:00
14002,2023-11-15,16,0,1,119957665.0,20.0,23,9.0,2023-11-23 04:45:00
14036,2023-11-15,16,0,1,125102330.0,20.0,25,9.0,2023-11-23 04:45:00
14039,2023-11-15,16,0,1,125354485.0,20.0,25,9.0,2023-11-23 04:45:00
14044,2023-11-15,16,0,1,194712280.0,0.0,24,9.0,2023-11-23 04:45:00
14096,2023-11-15,16,0,1,202662655.0,0.0,25,9.0,2023-11-23 04:45:00
14100,2023-11-15,16,0,1,202807510.0,20.0,24,9.0,2023-11-23 04:45:00
14105,2023-11-15,16,0,1,202808990.0,0.0,25,9.0,2023-11-23 04:45:00
14114,2023-11-15,16,0,1,205505920.0,0.0,13,9.0,2023-11-23 04:45:00
14163,2023-11-15,16,0,1,210757885.0,20.0,25,9.0,2023-11-23 04:45:00
14171,2023-11-15,16,0,1,213601150.0,20.0,13,9.0,2023-11-23 04:45:00
14184,2023-11-15,16,0,1,213854785.0,0.0,23,9.0,2023-11-23 04:45:00
14192,2023-11-15,16,0,1,216280690.0,0.0,22,9.0,2023-11-23 04:45:00
14228,2023-11-15,16,0,1,218999450.0,0.0,25,9.0,2023-11-23 04:45:00
14232,2023-11-15,16,0,1,219251605.0,0.0,25,9.0,2023-11-23 04:45:00
14286,2023-11-15,16,0,1,227094680.0,20.0,25,9.0,2023-11-23 04:45:00
14290,2023-11-15,16,0,1,227346835.0,20.0,25,9.0,2023-11-23 04:45:00
14320,2023-11-15,16,0,1,235171040.0,0.0,25,9.0,2023-11-23 04:45:00
14322,2023-11-15,16,0,1,235423195.0,0.0,25,9.0,2023-11-23 04:45:00
14332,2023-11-15,16,0,1,237867970.0,0.0,4,9.0,2023-11-23 04:45:00
14365,2023-11-15,16,0,1,243266270.0,20.0,25,9.0,2023-11-23 04:45:00
17860,2023-11-15,17,0,1,83234000.0,0.0,25,9.0,2023-11-23 04:45:00
17912,2023-11-15,17,0,1,97044000.0,0.0,25,9.0,2023-11-23 04:45:00
17915,2023-11-15,17,0,1,97228000.0,0.0,25,9.0,2023-11-23 04:45:00
17918,2023-11-15,17,0,1,98135620.0,0.0,25,9.0,2023-11-23 04:45:00
17938,2023-11-15,17,0,1,106211980.0,20.0,25,9.0,2023-11-23 04:45:00
17972,2023-11-15,17,0,1,117025970.0,0.0,25,9.0,2023-11-23 04:45:00
17975,2023-11-15,17,0,1,117278125.0,0.0,25,9.0,2023-11-23 04:45:00
18008,2023-11-15,17,0,1,125102330.0,20.0,25,9.0,2023-11-23 04:45:00
18012,2023-11-15,17,0,1,125354485.0,20.0,25,9.0,2023-11-23 04:45:00
18026,2023-11-15,17,0,1,194712280.0,0.0,24,9.0,2023-11-23 04:45:00
18063,2023-11-15,17,0,1,202662655.0,0.0,25,9.0,2023-11-23 04:45:00
18066,2023-11-15,17,0,1,202807510.0,20.0,24,9.0,2023-11-23 04:45:00
18071,2023-11-15,17,0,1,202808990.0,0.0,25,9.0,2023-11-23 04:45:00
18079,2023-11-15,17,0,1,205505920.0,0.0,13,9.0,2023-11-23 04:45:00
18113,2023-11-15,17,0,1,210757885.0,20.0,25,9.0,2023-11-23 04:45:00
18118,2023-11-15,17,0,1,213601150.0,20.0,13,9.0,2023-11-23 04:45:00
18131,2023-11-15,17,0,1,213854785.0,0.0,23,9.0,2023-11-23 04:45:00
18139,2023-11-15,17,0,1,216280690.0,0.0,22,9.0,2023-11-23 04:45:00
18159,2023-11-15,17,0,1,218999450.0,0.0,25,9.0,2023-11-23 04:45:00
18163,2023-11-15,17,0,1,219251605.0,0.0,25,9.0,2023-11-23 04:45:00
18201,2023-11-15,17,0,1,227094680.0,20.0,25,9.0,2023-11-23 04:45:00
18205,2023-11-15,17,0,1,227346835.0,20.0,25,9.0,2023-11-23 04:45:00
18227,2023-11-15,17,0,1,235171040.0,0.0,25,9.0,2023-11-23 04:45:00
18229,2023-11-15,17,0,1,235423195.0,0.0,25,9.0,2023-11-23 04:45:00
18238,2023-11-15,17,0,1,237867970.0,0.0,4,9.0,2023-11-23 04:45:00
18259,2023-11-15,17,0,1,243266270.0,20.0,25,9.0,2023-11-23 04:45:00
21733,2023-11-15,18,0,1,83234000.0,0.0,25,9.0,2023-11-23 04:45:00
21806,2023-11-15,18,0,1,97044000.0,0.0,25,9.0,2023-11-23 04:45:00
21809,2023-11-15,18,0,1,97228000.0,0.0,25,9.0,2023-11-23 04:45:00
21812,2023-11-15,18,0,1,98135620.0,0.0,25,9.0,2023-11-23 04:45:00
21839,2023-11-15,18,0,1,106211980.0,20.0,25,9.0,2023-11-23 04:45:00
21887,2023-11-15,18,0,1,117025970.0,0.0,25,9.0,2023-11-23 04:45:00
21890,2023-11-15,18,0,1,117278125.0,0.0,25,9.0,2023-11-23 04:45:00
21936,2023-11-15,18,0,1,125102330.0,20.0,25,9.0,2023-11-23 04:45:00
21940,2023-11-15,18,0,1,125354485.0,20.0,25,9.0,2023-11-23 04:45:00
21945,2023-11-15,18,0,1,194712280.0,0.0,24,9.0,2023-11-23 04:45:00
21996,2023-11-15,18,0,1,202662655.0,0.0,25,9.0,2023-11-23 04:45:00
21999,2023-11-15,18,0,1,202807510.0,20.0,24,9.0,2023-11-23 04:45:00
22004,2023-11-15,18,0,1,202808990.0,0.0,25,9.0,2023-11-23 04:45:00
22010,2023-11-15,18,0,1,205505920.0,0.0,13,9.0,2023-11-23 04:45:00
22058,2023-11-15,18,0,1,210757885.0,20.0,25,9.0,2023-11-23 04:45:00
22063,2023-11-15,18,0,1,213601150.0,20.0,13,9.0,2023-11-23 04:45:00
22075,2023-11-15,18,0,1,213854785.0,0.0,23,9.0,2023-11-23 04:45:00
22081,2023-11-15,18,0,1,216280690.0,0.0,22,9.0,2023-11-23 04:45:00
22116,2023-11-15,18,0,1,218999450.0,0.0,25,9.0,2023-11-23 04:45:00
22120,2023-11-15,18,0,1,219251605.0,0.0,25,9.0,2023-11-23 04:45:00
22170,2023-11-15,18,0,1,227094680.0,20.0,25,9.0,2023-11-23 04:45:00
22174,2023-11-15,18,0,1,227346835.0,20.0,25,9.0,2023-11-23 04:45:00
22201,2023-11-15,18,0,1,235171040.0,0.0,25,9.0,2023-11-23 04:45:00
22203,2023-11-15,18,0,1,235423195.0,0.0,25,9.0,2023-11-23 04:45:00
22207,2023-11-15,18,0,1,237867970.0,0.0,4,9.0,2023-11-23 04:45:00
22239,2023-11-15,18,0,1,243266270.0,20.0,25,9.0,2023-11-23 04:45:00
25912,2023-11-15,19,0,1,83234000.0,0.0,25,9.0,2023-11-23 04:45:00
25975,2023-11-15,19,0,1,97044000.0,0.0,25,9.0,2023-11-23 04:45:00
25978,2023-11-15,19,0,1,97228000.0,0.0,25,9.0,2023-11-23 04:45:00
25981,2023-11-15,19,0,1,98135620.0,0.0,25,9.0,2023-11-23 04:45:00
26004,2023-11-15,19,0,1,106211980.0,20.0,25,9.0,2023-11-23 04:45:00
26045,2023-11-15,19,0,1,117025970.0,0.0,25,9.0,2023-11-23 04:45:00
26048,2023-11-15,19,0,1,117278125.0,0.0,25,9.0,2023-11-23 04:45:00
26089,2023-11-15,19,0,1,125102330.0,20.0,25,9.0,2023-11-23 04:45:00
